situation_id,street,facing_bet,pot_size,to_call,pot_odds,bet_to_pot,hero_position,villain_position,is_ip,hand_category,hand_rank,is_made_hand,is_strong_made,is_monster,has_flush_draw,has_straight_draw,draw_outs,is_monotone,is_two_tone,is_rainbow,is_paired,is_double_paired,connectivity_score,high_card_rank,danger_score,flush_danger,straight_danger,raw_equity,equity_vs_range,better_hand_pct,worse_hand_pct,equity_margin,spr,is_3bet_pot,villain_aggression_count,villain_checked_back,villain_call_count,num_opponents,villain_top_pair_plus_pct,villain_draw_pct,villain_air_pct,villain_range_capped,board_favour,num_callers_to_bet,facing_raise,flush_block_pct,overcard_outs,improvement_probability,hero_range_percentile,has_showdown_value,villain_fold_equity_estimate,flush_draw_rank,is_preflop_aggressor,villain_medium_made_pct,attn_street,attn_facing_bet,attn_pot_size,attn_to_call,attn_pot_odds,attn_bet_to_pot,attn_hero_position,attn_villain_position,attn_is_ip,attn_hand_category,attn_hand_rank,attn_is_made_hand,attn_is_strong_made,attn_is_monster,attn_has_flush_draw,attn_has_straight_draw,attn_draw_outs,attn_is_monotone,attn_is_two_tone,attn_is_rainbow,attn_is_paired,attn_is_double_paired,attn_connectivity_score,attn_high_card_rank,attn_danger_score,attn_flush_danger,attn_straight_danger,attn_raw_equity,attn_equity_vs_range,attn_better_hand_pct,attn_worse_hand_pct,attn_equity_margin,attn_spr,attn_is_3bet_pot,attn_villain_aggression_count,attn_villain_checked_back,attn_villain_call_count,attn_num_opponents,attn_villain_top_pair_plus_pct,attn_villain_draw_pct,attn_villain_air_pct,attn_villain_range_capped,attn_board_favour,attn_num_callers_to_bet,attn_facing_raise,attn_flush_block_pct,attn_overcard_outs,attn_improvement_probability,attn_hero_range_percentile,attn_has_showdown_value,attn_villain_fold_equity_estimate,attn_flush_draw_rank,attn_is_preflop_aggressor,attn_villain_medium_made_pct,label,label_source
BP1_11,0,1.0,90.0,30.0,0.25,0.333333,3,0,1.0,1.0,0.3,0.0,0.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.25,0.25,0.0,0.4795,0.4795,0.907763,0.067947,0.2295,1.1111,0.0,0.0,0.0,1.0,2.0,0.2542,0.4442,0.0855,1.0,0.0458,0.0,0.0,0.087931,3.0,0.255319,0.416189,0.0,0.274262,10.0,1.0,0.2162,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
BP1_12,0,1.0,90.0,30.0,0.25,0.333333,4,0,0.0,0.0,0.21,0.0,0.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.25,0.25,0.0,0.5155,0.5155,0.933868,0.031121,0.2655,1.1111,0.0,0.0,0.0,1.0,2.0,0.4221,0.0453,0.1958,1.0,-0.1221,0.0,0.0,0.0,0.0,0.319149,0.19322,0.0,0.308303,11.0,0.0,0.3368,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
BP1_13,0,1.0,90.0,30.0,0.25,0.333333,4,0,0.0,0.0,0.18,0.0,0.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.25,0.25,0.0,0.428,0.428,0.978029,0.010986,0.178,1.1111,0.0,0.0,0.0,1.0,2.0,0.4221,0.0453,0.1958,1.0,-0.1221,0.0,0.0,0.0,0.0,0.255319,0.161017,0.0,0.308303,8.0,0.0,0.3368,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CALL,Pass1+relabel consensus
BP1_14,1,1.0,90.0,30.0,0.25,0.333333,2,0,1.0,0.0,0.21,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.08,0.0,0.0,0.327,0.327,0.959104,0.040086,0.077,1.1111,0.0,0.0,1.0,1.0,2.0,0.2942,0.4046,0.0701,1.0,0.0058,0.0,0.0,0.179927,0.0,0.326087,0.231214,0.0,0.253512,11.0,1.0,0.2312,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CALL,Pass1+relabel consensus
BP1_15,1,1.0,180.0,59.0,0.246862,0.327778,3,0,1.0,1.0,0.33,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,0.38,0.0,0.3,0.357,0.357,0.798638,0.199629,0.110138,0.5556,0.0,1.0,0.0,1.0,2.0,0.3118,0.0837,0.3042,1.0,-0.0118,0.0,0.0,0.107438,3.0,0.326087,0.454911,0.0,0.417768,13.0,1.0,0.3004,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CALL,Pass1+relabel consensus
BP1_16,0,1.0,90.0,30.0,0.25,0.333333,5,0,0.0,0.0,0.17,0.0,0.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.25,0.25,0.0,0.5045,0.5045,1.0,0.0,0.2545,1.1111,0.0,0.0,0.0,1.0,2.0,0.4768,0.0,0.2096,1.0,-0.1768,0.0,0.0,0.0,0.0,0.319149,0.380769,0.0,0.273738,7.0,0.0,0.3135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
BP1_17,0,1.0,90.0,30.0,0.25,0.333333,3,0,1.0,10.0,2.6725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.7885,0.7885,0.019471,0.970443,0.5385,1.1111,0.0,0.0,0.0,1.0,2.0,0.2405,0.0,0.3234,1.0,0.0595,0.0,0.0,0.0,0.0,1.0,0.973193,1.0,0.57684,0.0,1.0,0.4362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,RAISE,Pass1+relabel consensus
BP1_18,0,1.0,90.0,30.0,0.25,0.333333,2,0,1.0,10.0,2.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.70775,0.70775,0.030352,0.969455,0.45775,1.1111,0.0,0.0,0.0,1.0,2.0,0.3289,0.0421,0.3327,1.0,-0.0289,0.0,0.0,0.0,0.0,1.0,0.921506,1.0,0.422565,0.0,1.0,0.2964,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,RAISE,Pass1+relabel consensus
BP1_19,1,1.0,180.0,59.0,0.246862,0.327778,5,0,0.0,10.0,2.6775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.08,0.0,0.0,0.67,0.67,0.060661,0.939339,0.423138,0.5556,0.0,0.0,0.0,2.0,2.0,0.5319,0.1144,0.1013,1.0,-0.2319,0.0,0.0,0.0,0.0,1.0,0.969246,1.0,0.168839,0.0,0.0,0.2524,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,RAISE,Pass1+relabel consensus
BP1_20,1,1.0,90.0,30.0,0.25,0.333333,2,0,1.0,10.0,2.6675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.08,0.0,0.0,0.70375,0.70375,0.057789,0.942052,0.45375,1.1111,0.0,0.0,1.0,1.0,2.0,0.2942,0.4046,0.0701,1.0,0.0058,0.0,0.0,0.0,0.0,1.0,0.882884,1.0,0.253512,0.0,1.0,0.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,RAISE,Pass1+relabel consensus
BP1_21,0,1.0,90.0,30.0,0.25,0.333333,3,0,1.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.25,0.25,0.0,0.4105,0.4105,0.883073,0.090713,0.1605,1.1111,0.0,0.0,0.0,1.0,2.0,0.3149,0.0174,0.3386,1.0,-0.0149,0.0,0.0,0.102591,3.0,0.191489,0.487899,0.0,0.457517,12.0,1.0,0.3291,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CALL,Pass1+relabel consensus
BP1_22,0,1.0,90.0,30.0,0.25,0.333333,3,0,1.0,1.0,0.31,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.25,0.25,0.0,0.38375,0.38375,0.94868,0.051167,0.13375,1.1111,0.0,0.0,0.0,1.0,2.0,0.3149,0.0174,0.3386,1.0,-0.0149,0.0,0.0,0.082434,3.0,0.191489,0.434114,0.0,0.457517,11.0,1.0,0.3291,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,CALL,Pass1+relabel consensus
BP1_23,0,1.0,90.0,30.0,0.25,0.333333,5,0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.25,0.25,0.0,0.36225,0.36225,0.991373,0.008627,0.11225,1.1111,0.0,0.0,0.0,1.0,2.0,0.3436,0.3913,0.0168,1.0,-0.0436,0.0,0.0,0.054328,3.0,0.191489,0.495274,0.0,0.212291,13.0,0.0,0.2483,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
BP1_24,0,1.0,90.0,30.0,0.25,0.333333,5,0,0.0,0.0,0.21,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,0.25,0.25,0.0,0.36,0.36,0.974577,0.002545,0.11,1.1111,0.0,0.0,0.0,1.0,2.0,0.4013,0.0,0.2173,1.0,-0.1013,0.0,0.0,0.022624,0.0,0.191489,0.467681,0.0,0.358442,11.0,0.0,0.3814,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
BP1_25,0,1.0,90.0,30.0,0.25,0.333333,3,0,1.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.22525,0.22525,0.859843,0.139484,-0.02475,1.1111,0.0,0.0,0.0,1.0,2.0,0.2405,0.0,0.3234,1.0,0.0595,0.0,0.0,0.0,0.0,0.085106,0.468626,0.0,0.57684,0.0,1.0,0.4362,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FOLD,Pass1+relabel consensus
BP1_26,0,1.0,90.0,30.0,0.25,0.333333,2,0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.324,0.324,0.94375,0.041641,0.074,1.1111,0.0,0.0,0.0,1.0,2.0,0.3289,0.0421,0.3327,1.0,-0.0289,0.0,0.0,0.0,0.0,0.170213,0.455909,0.0,0.422565,0.0,1.0,0.2964,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,CALL,Pass1+relabel consensus
