street,facing_bet,pot_size,to_call,pot_odds,bet_to_pot,hero_position,villain_position,is_ip,hand_category,hand_rank,is_made_hand,is_strong_made,is_monster,has_flush_draw,has_straight_draw,draw_outs,is_monotone,is_two_tone,is_rainbow,is_paired,is_double_paired,connectivity_score,high_card_rank,danger_score,flush_danger,straight_danger,raw_equity,equity_vs_range,better_hand_pct,worse_hand_pct,equity_margin,spr,is_3bet_pot,villain_aggression_count,villain_checked_back,villain_call_count,num_opponents,villain_top_pair_plus_pct,villain_draw_pct,villain_air_pct,villain_range_capped,board_favour,num_callers_to_bet,facing_raise,action
0,0,80.0,0.0,0.0,0.0,3,2,1,12,3.57,1,1,1,0,0,0,0,0,1,0,0,4,13,0.3,0.0,0.3,0.83375,0.83375,0.0125,0.9875,0.83375,1.25,0,1,0,0,2,0.1774,0.0161,0.3548,0,0.1226,0,0,BET
2,0,80.0,0.0,0.0,0.0,5,2,0,15,6.4575,1,1,1,0,0,0,0,0,1,1,1,2,13,0.27,0.0,0.0,0.92725,0.92725,0.015556,0.937778,0.92725,1.25,0,1,1,0,2,0.5645,0.0,0.4355,0,-0.2645,0,0,BET
1,0,80.0,0.0,0.0,0.0,1,3,0,16,7.08,1,1,1,0,0,0,0,0,1,1,0,2,11,0.38,0.0,0.0,0.999,0.999,0.0,1.0,0.999,1.25,0,0,1,1,2,0.5161,0.0323,0.4516,1,-0.2161,0,0,BET
2,0,80.0,0.0,0.0,0.0,3,2,1,14,5.13,1,1,1,0,0,0,0,1,0,0,0,7,13,0.77,0.4864,0.5,0.902,0.902,0.021127,0.978873,0.902,1.25,0,1,1,0,2,0.6613,0.0,0.0323,0,-0.3613,0,0,BET
2,0,80.0,0.0,0.0,0.0,3,1,1,14,5.09,1,1,0,0,0,0,0,1,0,0,0,7,14,0.77,0.4864,0.5,0.9755,0.9755,0.023419,0.976581,0.9755,1.25,0,1,1,0,2,0.2766,0.0,0.234,0,0.0234,0,0,BET
2,0,80.0,0.0,0.0,0.0,2,3,0,0,0.19,0,0,0,0,0,0,0,0,1,1,0,8,10,1.0,0.0,0.8,0.0015,0.0015,0.959391,0.032995,0.0015,1.25,0,0,1,1,2,0.6486,0.0,0.3514,1,-0.3486,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,0,0,2,0.43,0,0,0,0,1,4,0,1,0,1,0,7,9,0.92,0.4864,0.5,0.0265,0.0265,0.813596,0.166667,0.0265,1.25,0,1,1,0,2,0.5,0.0,0.5,0,-0.2,0,0,CHECK
1,0,80.0,0.0,0.0,0.0,1,3,0,1,0.34,0,0,0,0,0,0,0,1,0,0,0,4,11,0.7454,0.5154,0.3,0.07775,0.07775,0.707113,0.259414,0.07775,1.25,0,0,1,1,2,0.2903,0.0645,0.3548,1,0.0097,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,2,0.43,0,0,0,0,1,4,0,1,0,0,0,7,8,0.77,0.4864,0.5,0.022,0.022,0.700265,0.278515,0.022,1.25,0,0,1,1,2,0.4054,0.0,0.4054,1,-0.1054,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,10,2.7125,1,1,0,0,0,0,0,1,0,1,0,7,14,0.92,0.4864,0.5,0.05125,0.05125,0.728395,0.268519,0.05125,1.25,0,0,1,1,2,0.8649,0.0,0.1351,1,-0.5649,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,1,0.34,0,0,0,0,1,4,0,0,1,0,0,9,12,0.92,0.0,0.8,0.0415,0.0415,0.665698,0.30814,0.0415,1.25,0,0,1,1,2,0.4054,0.0,0.2973,1,-0.1054,0,0,CHECK
1,0,80.0,0.0,0.0,0.0,3,2,1,1,0.34,0,0,0,0,0,0,0,0,1,0,0,7,10,0.58,0.0,0.5,0.03775,0.03775,0.736018,0.217002,0.03775,1.25,0,1,1,0,2,0.2903,0.0645,0.3226,0,0.0097,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,3,0,1,4,0.98,1,0,0,0,1,4,0,1,0,0,0,7,14,0.77,0.4864,0.5,0.028,0.028,0.754137,0.243499,0.028,1.25,0,1,1,0,2,0.5789,0.0,0.0,0,-0.2789,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,0,0.21,0,0,0,0,1,4,0,1,0,1,0,2,14,0.7564,0.4864,0.0,0.009,0.009,0.880184,0.062212,0.009,1.25,0,1,1,0,2,0.7419,0.0,0.2581,0,-0.4419,0,0,CHECK
1,0,80.0,0.0,0.0,0.0,1,3,0,0,0.23,0,0,0,0,0,0,0,1,0,0,0,7,14,0.7454,0.5154,0.5,0.058,0.058,0.682008,0.284519,0.058,1.25,0,0,1,1,2,0.4839,0.0323,0.0,1,-0.1839,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,0,0.23,0,0,0,0,1,4,0,0,1,0,0,7,14,0.62,0.0,0.5,0.00175,0.00175,0.936306,0.035032,0.00175,1.25,0,0,1,1,2,0.3514,0.0,0.0541,1,-0.0514,0,0,CHECK
0,0,80.0,0.0,0.0,0.0,3,2,1,0,0.2,0,0,0,0,0,0,0,1,0,0,0,2,14,0.25,0.25,0.0,0.045,0.045,0.833693,0.146868,0.045,1.25,0,1,0,0,2,0.1452,0.0,0.4839,0,0.1548,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,1,0,1,0.34,0,0,0,0,0,0,0,1,0,0,0,7,13,0.77,0.4864,0.5,0.06525,0.06525,0.717241,0.264368,0.06525,1.25,0,1,1,0,2,0.5532,0.0,0.0638,0,-0.2532,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,0,0.23,0,0,0,0,0,0,0,1,0,0,0,4,14,0.7564,0.4864,0.3,0.01025,0.01025,0.801136,0.193182,0.01025,1.25,0,0,1,1,2,0.4865,0.0,0.027,1,-0.1865,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,1,0.34,0,0,0,0,1,4,0,0,1,0,0,10,10,0.92,0.0,0.8,0.01525,0.01525,0.826966,0.098876,0.01525,1.25,0,1,1,0,2,0.5645,0.0,0.2097,0,-0.2645,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,1,3,0,0,0.17,0,0,0,0,1,4,0,0,1,0,0,7,13,0.62,0.0,0.5,0.0005,0.0005,0.97541,0.012295,0.0005,1.25,0,0,1,1,2,0.3871,0.0,0.129,1,-0.0871,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,1,0.34,0,0,0,0,0,0,0,1,0,1,0,4,13,0.9064,0.4864,0.3,0.07525,0.07525,0.673563,0.206897,0.07525,1.25,0,1,1,0,2,0.6613,0.0,0.3387,0,-0.3613,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,2,0.43,0,0,0,0,1,4,0,1,0,0,0,9,10,1.0,0.4864,0.8,0.00175,0.00175,0.919075,0.057803,0.00175,1.25,0,0,1,1,2,0.4595,0.0,0.2973,1,-0.1595,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,0,0.2,0,0,0,0,1,4,0,0,1,0,0,5,13,0.42,0.0,0.3,0.00725,0.00725,0.88913,0.091304,0.00725,1.25,0,1,1,0,2,0.2097,0.0,0.3548,0,0.0903,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,3,2,1,1,0.34,0,0,0,0,1,4,0,1,0,0,0,2,13,0.6064,0.4864,0.0,0.0555,0.0555,0.681499,0.299766,0.0555,1.25,0,1,1,0,2,0.2581,0.0,0.3065,0,0.0419,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,1,0.34,0,0,0,0,1,4,0,0,1,0,0,7,13,0.62,0.0,0.5,0.031,0.031,0.759259,0.212963,0.031,1.25,0,0,1,1,2,0.3243,0.0,0.2432,1,-0.0243,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,0,0.19,0,0,0,0,1,4,0,0,1,1,0,2,11,0.27,0.0,0.0,0.00075,0.00075,0.959402,0.021368,0.00075,1.25,0,1,1,0,2,0.5161,0.0,0.4839,0,-0.2161,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,2,3,0,0,0.22,0,0,0,0,0,0,0,0,1,1,0,7,14,0.77,0.0,0.5,0.02025,0.02025,0.810345,0.163793,0.02025,1.25,0,0,1,1,2,0.7297,0.0,0.2703,1,-0.4297,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,1,0,0,0.16,0,0,0,0,0,0,0,1,0,1,1,4,12,0.9064,0.4864,0.3,0.009,0.009,0.828452,0.0,0.009,1.25,0,1,1,0,2,0.5532,0.0,0.4468,0,-0.2532,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,1,3,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,9,13,0.92,0.0,0.8,0.00025,0.00025,0.976744,0.011628,0.00025,1.25,0,0,1,1,2,0.3226,0.0,0.3226,1,-0.0226,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,4,0.96,1,0,0,0,1,4,0,1,0,0,0,8,14,1.0,0.4864,0.8,0.046,0.046,0.766292,0.231461,0.046,1.25,0,1,1,0,2,0.5161,0.0,0.0323,0,-0.2161,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,1,3,0,2,0.43,0,0,0,0,0,0,0,1,0,0,0,5,11,0.7564,0.4864,0.3,0.00525,0.00525,0.877049,0.090164,0.00525,1.25,0,0,1,1,2,0.2903,0.0,0.3871,1,0.0097,0,0,CHECK
0,0,80.0,0.0,0.0,0.0,3,1,1,1,0.34,0,0,0,0,0,0,0,1,0,0,0,2,10,0.25,0.25,0.0,0.08325,0.08325,0.684435,0.296375,0.08325,1.25,0,1,0,0,2,0.2766,0.0,0.4681,0,0.0234,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,3,1,1,2,0.43,0,0,0,0,0,0,0,0,1,1,0,7,11,0.77,0.0,0.5,0.05925,0.05925,0.699332,0.280624,0.05925,1.25,0,1,1,0,2,0.4894,0.0,0.5106,0,-0.1894,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,5,2,0,4,0.93,1,0,0,0,1,4,0,1,0,0,0,9,13,1.0,0.4864,0.8,0.04125,0.04125,0.751579,0.246316,0.04125,1.25,0,1,1,0,2,0.6452,0.0,0.0484,0,-0.3452,0,0,CHECK
1,0,80.0,0.0,0.0,0.0,2,3,0,0,0.17,0,0,0,0,0,0,0,0,0,1,0,4,14,0.53,0.0,0.3,0.024,0.024,0.95493,0.03662,0.024,1.25,0,0,1,1,2,0.7568,0.027,0.2162,1,-0.4568,0,0,CHECK
2,0,80.0,0.0,0.0,0.0,0,3,0,0,0.22,0,0,0,0,1,4,0,0,1,0,0,5,14,0.42,0.0,0.3,0.0,0.0,0.964286,0.017857,0.0,1.25,0,0,1,1,2,0.4,0.0,0.05,1,-0.1,0,0,CHECK
